id,date,store,item,sales,description,size
9060,2018-03-02,1,11,55.36416117600895,Frocks,L
9061,2018-03-03,1,11,60.110430340095135,Frocks,L
9062,2018-03-04,1,11,65.0018168497761,Frocks,L
9063,2018-03-05,1,11,41.81846666854699,Frocks,L
9064,2018-03-06,1,11,50.04066402356428,Frocks,L
9065,2018-03-07,1,11,50.05151118120872,Frocks,L
9066,2018-03-08,1,11,50.31442736796714,Frocks,L
9067,2018-03-09,1,11,55.76805796985189,Frocks,L
9068,2018-03-10,1,11,60.723458508900805,Frocks,L
9069,2018-03-11,1,11,63.95775892760598,Frocks,L
9070,2018-03-12,1,11,41.27648320810224,Frocks,L
9071,2018-03-13,1,11,49.24945875540501,Frocks,L
9072,2018-03-14,1,11,49.68658005527005,Frocks,L
9073,2018-03-15,1,11,50.50392472187356,Frocks,L
9074,2018-03-16,1,11,55.40422639239124,Frocks,L
9075,2018-03-17,1,11,60.44985628813838,Frocks,L
9076,2018-03-18,1,11,65.06794054711145,Frocks,L
9077,2018-03-19,1,11,42.081336415302005,Frocks,L
9078,2018-03-20,1,11,48.90714383667277,Frocks,L
9079,2018-03-21,1,11,49.92584183252169,Frocks,L
9080,2018-03-22,1,11,50.481284232411774,Frocks,L
9081,2018-03-23,1,11,55.173809913937234,Frocks,L
9082,2018-03-24,1,11,61.240416438721695,Frocks,L
9083,2018-03-25,1,11,65.8578983101807,Frocks,L
9084,2018-03-26,1,11,41.45830342527726,Frocks,L
9085,2018-03-27,1,11,48.80452867368579,Frocks,L
9086,2018-03-28,1,11,49.88258999611112,Frocks,L
9087,2018-03-29,1,11,50.75928846150532,Frocks,L
9088,2018-03-30,1,11,55.78787970484849,Frocks,L
9089,2018-03-31,1,11,60.08095350277125,Frocks,L
9090,2018-01-01,2,11,50.87030433131221,Frocks,L
9091,2018-01-02,2,11,62.94540971408024,Frocks,L
9092,2018-01-03,2,11,63.51540069983353,Frocks,L
9093,2018-01-04,2,11,69.01614713250387,Frocks,L
9094,2018-01-05,2,11,75.28427985533575,Frocks,L
9095,2018-01-06,2,11,79.8795443047031,Frocks,L
9096,2018-01-07,2,11,88.88173541106664,Frocks,L
9097,2018-01-08,2,11,51.04309072386724,Frocks,L
9098,2018-01-09,2,11,63.653817987155776,Frocks,L
9099,2018-01-10,2,11,63.420314024544304,Frocks,L
9100,2018-01-11,2,11,68.7914562246008,Frocks,L
9101,2018-01-12,2,11,75.29234441486258,Frocks,L
9102,2018-01-13,2,11,80.01836025009109,Frocks,L
9103,2018-01-14,2,11,88.79517096085424,Frocks,L
9104,2018-01-15,2,11,51.0954916124298,Frocks,L
9105,2018-01-16,2,11,62.933422541977016,Frocks,L
9106,2018-01-17,2,11,63.0549618869054,Frocks,L
9107,2018-01-18,2,11,68.64803631889524,Frocks,L
9108,2018-01-19,2,11,75.23186182702266,Frocks,L
9109,2018-01-20,2,11,80.18291581958907,Frocks,L
9110,2018-01-21,2,11,89.03649384616227,Frocks,L
9111,2018-01-22,2,11,51.39034410670352,Frocks,L
9112,2018-01-23,2,11,62.84074292870642,Frocks,L
9113,2018-01-24,2,11,62.81637162131606,Frocks,L
9114,2018-01-25,2,11,68.69221806283946,Frocks,L
9115,2018-01-26,2,11,74.95361679224007,Frocks,L
9116,2018-01-27,2,11,79.8852042054238,Frocks,L
9117,2018-01-28,2,11,88.92724652799689,Frocks,L
9118,2018-01-29,2,11,51.17420858054907,Frocks,L
9119,2018-01-30,2,11,62.64757249622161,Frocks,L
9120,2018-01-31,2,11,63.40873876427566,Frocks,L
9121,2018-02-01,2,11,81.97634710119186,Frocks,L
9122,2018-02-02,2,11,89.00787259666289,Frocks,L
9123,2018-02-03,2,11,94.30778513800549,Frocks,L
9124,2018-02-04,2,11,103.0511586499486,Frocks,L
9125,2018-02-05,2,11,65.03609313947243,Frocks,L
9126,2018-02-06,2,11,76.6475610524175,Frocks,L
9127,2018-02-07,2,11,76.67531193226337,Frocks,L
9128,2018-02-08,2,11,81.8414673456698,Frocks,L
9129,2018-02-09,2,11,89.08607255355798,Frocks,L
9130,2018-02-10,2,11,93.88803606889296,Frocks,L
9131,2018-02-11,2,11,102.87116928009272,Frocks,L
9132,2018-02-12,2,11,64.67636273795665,Frocks,L
9133,2018-02-13,2,11,76.33051297936278,Frocks,L
9134,2018-02-14,2,11,77.1148321926953,Frocks,L
9135,2018-02-15,2,11,82.02547360616107,Frocks,L
9136,2018-02-16,2,11,88.66557177735042,Frocks,L
9137,2018-02-17,2,11,94.38732233584508,Frocks,L
9138,2018-02-18,2,11,103.41055238572736,Frocks,L
9139,2018-02-19,2,11,64.5753061219427,Frocks,L
9140,2018-02-20,2,11,76.41903388879265,Frocks,L
9141,2018-02-21,2,11,76.80874169409849,Frocks,L
9142,2018-02-22,2,11,81.8895221701776,Frocks,L
9143,2018-02-23,2,11,89.1182779418066,Frocks,L
9144,2018-02-24,2,11,94.15877905934424,Frocks,L
9145,2018-02-25,2,11,103.43194161245631,Frocks,L
9146,2018-02-26,2,11,64.5148043561046,Frocks,L
9147,2018-02-27,2,11,76.21611065901641,Frocks,L
9148,2018-02-28,2,11,76.92866233252099,Frocks,L
9149,2018-03-01,2,11,98.89967573245822,Frocks,L
9150,2018-03-02,2,11,105.53037414596088,Frocks,L
9151,2018-03-03,2,11,110.84020251555694,Frocks,L
9152,2018-03-04,2,11,119.63705292152554,Frocks,L
9153,2018-03-05,2,11,81.21440410844788,Frocks,L
9154,2018-03-06,2,11,92.80894521817396,Frocks,L
9155,2018-03-07,2,11,92.84867699406227,Frocks,L
9156,2018-03-08,2,11,98.27236913046762,Frocks,L
9157,2018-03-09,2,11,105.4694204926705,Frocks,L
9158,2018-03-10,2,11,110.78052043750657,Frocks,L
9159,2018-03-11,2,11,119.8941721662681,Frocks,L
9160,2018-03-12,2,11,81.15442318876126,Frocks,L
9161,2018-03-13,2,11,92.77712821920308,Frocks,L
9162,2018-03-14,2,11,92.79979816172582,Frocks,L
9163,2018-03-15,2,11,98.5571451628918,Frocks,L
9164,2018-03-16,2,11,105.59231716944296,Frocks,L
9165,2018-03-17,2,11,110.5634535502609,Frocks,L
9166,2018-03-18,2,11,119.43755124632166,Frocks,L
9167,2018-03-19,2,11,81.13587958741941,Frocks,L
9168,2018-03-20,2,11,92.53097692047425,Frocks,L
9169,2018-03-21,2,11,92.91165260955395,Frocks,L
9170,2018-03-22,2,11,98.58123541745223,Frocks,L
9171,2018-03-23,2,11,105.5491211228687,Frocks,L
9172,2018-03-24,2,11,110.52789795521996,Frocks,L
9173,2018-03-25,2,11,120.27588649249222,Frocks,L
9174,2018-03-26,2,11,81.37044581025548,Frocks,L
9175,2018-03-27,2,11,92.90129678858538,Frocks,L
9176,2018-03-28,2,11,92.73335760962732,Frocks,L
9177,2018-03-29,2,11,98.41689524380494,Frocks,L
9178,2018-03-30,2,11,105.89882738415872,Frocks,L
9179,2018-03-31,2,11,111.19413153500878,Frocks,L
9180,2018-01-01,3,11,47.46156277182361,Frocks,L
9181,2018-01-02,3,11,58.24438103519867,Frocks,L
9182,2018-01-03,3,11,60.12172987610924,Frocks,L
9183,2018-01-04,3,11,65.17849936858687,Frocks,L
9184,2018-01-05,3,11,70.18948843116428,Frocks,L
9185,2018-01-06,3,11,75.76023279933482,Frocks,L
9186,2018-01-07,3,11,81.18563205414509,Frocks,L
9187,2018-01-08,3,11,47.59030413954269,Frocks,L
9188,2018-01-09,3,11,58.71981592691637,Frocks,L
9189,2018-01-10,3,11,60.05472593014549,Frocks,L
9190,2018-01-11,3,11,64.6793316663317,Frocks,L
9191,2018-01-12,3,11,70.21482293374147,Frocks,L
9192,2018-01-13,3,11,75.77424072127522,Frocks,L
9193,2018-01-14,3,11,81.54207458869254,Frocks,L
9194,2018-01-15,3,11,47.783862207370326,Frocks,L
9195,2018-01-16,3,11,58.79356466110014,Frocks,L
9196,2018-01-17,3,11,60.00858796352848,Frocks,L
9197,2018-01-18,3,11,65.0778227789047,Frocks,L
9198,2018-01-19,3,11,70.57520975408629,Frocks,L
9199,2018-01-20,3,11,75.55193557937606,Frocks,L
9200,2018-01-21,3,11,81.02981519692685,Frocks,L
9201,2018-01-22,3,11,47.07946095186742,Frocks,L
9202,2018-01-23,3,11,58.61374058439277,Frocks,L
9203,2018-01-24,3,11,59.667942834299325,Frocks,L
9204,2018-01-25,3,11,64.59189485994668,Frocks,L
9205,2018-01-26,3,11,70.32615188167799,Frocks,L
9206,2018-01-27,3,11,75.56969110514956,Frocks,L
9207,2018-01-28,3,11,80.96569360712124,Frocks,L
9208,2018-01-29,3,11,47.60453744498254,Frocks,L
9209,2018-01-30,3,11,58.9801310191453,Frocks,L
9210,2018-01-31,3,11,60.32921596737036,Frocks,L
9211,2018-02-01,3,11,76.81257553162034,Frocks,L
9212,2018-02-02,3,11,83.13803113298243,Frocks,L
9213,2018-02-03,3,11,87.9309467133819,Frocks,L
9214,2018-02-04,3,11,93.40592696483714,Frocks,L
9215,2018-02-05,3,11,59.33273483933095,Frocks,L
9216,2018-02-06,3,11,70.35049921274523,Frocks,L
9217,2018-02-07,3,11,72.24688617999054,Frocks,L
9218,2018-02-08,3,11,77.25875321588566,Frocks,L
9219,2018-02-09,3,11,82.33361485114901,Frocks,L
9220,2018-02-10,3,11,87.44169297873654,Frocks,L
9221,2018-02-11,3,11,93.32714244065632,Frocks,L
9222,2018-02-12,3,11,59.07410895041125,Frocks,L
9223,2018-02-13,3,11,70.6927418815817,Frocks,L
9224,2018-02-14,3,11,72.74370365162201,Frocks,L
9225,2018-02-15,3,11,77.30917780229211,Frocks,L
9226,2018-02-16,3,11,81.89382665015789,Frocks,L
9227,2018-02-17,3,11,87.51091640494079,Frocks,L
9228,2018-02-18,3,11,93.30527056354607,Frocks,L
9229,2018-02-19,3,11,59.22539827036993,Frocks,L
9230,2018-02-20,3,11,71.05191270538967,Frocks,L
9231,2018-02-21,3,11,72.13865716081662,Frocks,L
9232,2018-02-22,3,11,77.34850761277309,Frocks,L
9233,2018-02-23,3,11,81.92893126467646,Frocks,L
9234,2018-02-24,3,11,87.08230718136831,Frocks,L
9235,2018-02-25,3,11,92.97946925884212,Frocks,L
9236,2018-02-26,3,11,59.86558797155604,Frocks,L
9237,2018-02-27,3,11,71.21373312532162,Frocks,L
9238,2018-02-28,3,11,73.05843889372018,Frocks,L
9239,2018-03-01,3,11,86.05360190814513,Frocks,L
9240,2018-03-02,3,11,92.62501048242105,Frocks,L
9241,2018-03-03,3,11,97.6421547710664,Frocks,L
9242,2018-03-04,3,11,102.94375345723762,Frocks,L
9243,2018-03-05,3,11,69.07818284905437,Frocks,L
9244,2018-03-06,3,11,80.40641476798277,Frocks,L
9245,2018-03-07,3,11,81.40154251939289,Frocks,L
9246,2018-03-08,3,11,86.21020867122296,Frocks,L
9247,2018-03-09,3,11,92.86989332041423,Frocks,L
9248,2018-03-10,3,11,97.02624334346235,Frocks,L
9249,2018-03-11,3,11,103.75596968113386,Frocks,L
9250,2018-03-12,3,11,69.74532223549876,Frocks,L
9251,2018-03-13,3,11,80.49612407627222,Frocks,L
9252,2018-03-14,3,11,82.09488417478283,Frocks,L
9253,2018-03-15,3,11,86.44248504128304,Frocks,L
9254,2018-03-16,3,11,92.7754389888207,Frocks,L
9255,2018-03-17,3,11,97.15855932378928,Frocks,L
9256,2018-03-18,3,11,103.25639816309412,Frocks,L
9257,2018-03-19,3,11,69.57510816910984,Frocks,L
9258,2018-03-20,3,11,80.97371555471184,Frocks,L
9259,2018-03-21,3,11,82.192070106185,Frocks,L
9260,2018-03-22,3,11,87.09391378701473,Frocks,L
9261,2018-03-23,3,11,92.69750043314852,Frocks,L
9262,2018-03-24,3,11,97.77084558697068,Frocks,L
9263,2018-03-25,3,11,103.67077591413825,Frocks,L
9264,2018-03-26,3,11,69.40054298812306,Frocks,L
9265,2018-03-27,3,11,80.50981311527558,Frocks,L
9266,2018-03-28,3,11,82.56841325752237,Frocks,L
9267,2018-03-29,3,11,86.4506641956956,Frocks,L
9268,2018-03-30,3,11,93.62946900346648,Frocks,L
9269,2018-03-31,3,11,98.35048282013965,Frocks,L
9270,2018-01-01,4,11,17.88366585732588,Frocks,L
9271,2018-01-02,4,11,34.23467699804475,Frocks,L
9272,2018-01-03,4,11,31.6125803557334,Frocks,L
9273,2018-01-04,4,11,35.039814866908365,Frocks,L
9274,2018-01-05,4,11,42.3570598562402,Frocks,L
9275,2018-01-06,4,11,50.05114018761077,Frocks,L
9276,2018-01-07,4,11,50.88771224493649,Frocks,L
9277,2018-01-08,4,11,20.03409962989707,Frocks,L
9278,2018-01-09,4,11,34.76929337447349,Frocks,L
9279,2018-01-10,4,11,30.61978111880452,Frocks,L
9280,2018-01-11,4,11,35.80735517159822,Frocks,L
9281,2018-01-12,4,11,44.29947927245796,Frocks,L
9282,2018-01-13,4,11,47.53470070161055,Frocks,L
9283,2018-01-14,4,11,52.50454977244319,Frocks,L
9284,2018-01-15,4,11,21.9637372136225,Frocks,L
9285,2018-01-16,4,11,33.43286388247693,Frocks,L
9286,2018-01-17,4,11,30.45204915762724,Frocks,L
9287,2018-01-18,4,11,37.72634980290975,Frocks,L
9288,2018-01-19,4,11,42.275264981347824,Frocks,L
9289,2018-01-20,4,11,46.0516958700956,Frocks,L
9290,2018-01-21,4,11,53.436706722993335,Frocks,L
9291,2018-01-22,4,11,21.24904315377743,Frocks,L
9292,2018-01-23,4,11,32.054696921516026,Frocks,L
9293,2018-01-24,4,11,31.13148672097248,Frocks,L
9294,2018-01-25,4,11,38.15669629666485,Frocks,L
9295,2018-01-26,4,11,40.55245697653825,Frocks,L
9296,2018-01-27,4,11,46.462931083376056,Frocks,L
9297,2018-01-28,4,11,55.384689002884826,Frocks,L
9298,2018-01-29,4,11,19.91797408285735,Frocks,L
9299,2018-01-30,4,11,31.937122976459484,Frocks,L
9300,2018-01-31,4,11,34.018465580114295,Frocks,L
9301,2018-02-01,4,11,49.12501169810516,Frocks,L
9302,2018-02-02,4,11,54.1980579391787,Frocks,L
9303,2018-02-03,4,11,62.15749284973003,Frocks,L
9304,2018-02-04,4,11,65.7900077455633,Frocks,L
9305,2018-02-05,4,11,31.355062328906307,Frocks,L
9306,2018-02-06,4,11,46.26092528411884,Frocks,L
9307,2018-02-07,4,11,44.85596177404664,Frocks,L
9308,2018-02-08,4,11,48.21236259372632,Frocks,L
9309,2018-02-09,4,11,55.42358908298729,Frocks,L
9310,2018-02-10,4,11,62.388547509581024,Frocks,L
9311,2018-02-11,4,11,64.98882898238311,Frocks,L
9312,2018-02-12,4,11,32.473317184237935,Frocks,L
9313,2018-02-13,4,11,47.50218670739184,Frocks,L
9314,2018-02-14,4,11,42.83581146330368,Frocks,L
9315,2018-02-15,4,11,48.65043602100072,Frocks,L
9316,2018-02-16,4,11,57.46752744971094,Frocks,L
9317,2018-02-17,4,11,60.131535407026185,Frocks,L
9318,2018-02-18,4,11,64.6207806656915,Frocks,L
9319,2018-02-19,4,11,34.53712429443387,Frocks,L
9320,2018-02-20,4,11,45.96898215784746,Frocks,L
9321,2018-02-21,4,11,42.71578367498236,Frocks,L
9322,2018-02-22,4,11,49.97570020600944,Frocks,L
9323,2018-02-23,4,11,55.897851721354186,Frocks,L
9324,2018-02-24,4,11,57.820301840240205,Frocks,L
9325,2018-02-25,4,11,66.43553047815091,Frocks,L
9326,2018-02-26,4,11,33.99219164457567,Frocks,L
9327,2018-02-27,4,11,43.82421766008864,Frocks,L
9328,2018-02-28,4,11,44.569359689804784,Frocks,L
9329,2018-03-01,4,11,58.4150213028113,Frocks,L
9330,2018-03-02,4,11,61.79935447115505,Frocks,L
9331,2018-03-03,4,11,67.182396551352,Frocks,L
9332,2018-03-04,4,11,76.42262111740689,Frocks,L
9333,2018-03-05,4,11,39.38881218464046,Frocks,L
9334,2018-03-06,4,11,52.16332036564545,Frocks,L
9335,2018-03-07,4,11,53.900474627605625,Frocks,L
9336,2018-03-08,4,11,57.1468501037602,Frocks,L
9337,2018-03-09,4,11,61.9015379570769,Frocks,L
9338,2018-03-10,4,11,70.86693546112508,Frocks,L
9339,2018-03-11,4,11,73.94939794278747,Frocks,L
9340,2018-03-12,4,11,39.28061293248553,Frocks,L
9341,2018-03-13,4,11,55.14078845822702,Frocks,L
9342,2018-03-14,4,11,52.15883608432534,Frocks,L
9343,2018-03-15,4,11,55.51431286973359,Frocks,L
9344,2018-03-16,4,11,62.90808132786616,Frocks,L
9345,2018-03-17,4,11,70.12478274117959,Frocks,L
9346,2018-03-18,4,11,71.09660781395273,Frocks,L
9347,2018-03-19,4,11,39.53277882970466,Frocks,L
9348,2018-03-20,4,11,54.83931693741597,Frocks,L
9349,2018-03-21,4,11,50.72663869031416,Frocks,L
9350,2018-03-22,4,11,56.45982634085723,Frocks,L
9351,2018-03-23,4,11,64.77648382618412,Frocks,L
9352,2018-03-24,4,11,67.44792543204525,Frocks,L
9353,2018-03-25,4,11,71.8557685837837,Frocks,L
9354,2018-03-26,4,11,41.980138676924206,Frocks,L
9355,2018-03-27,4,11,53.381077221869845,Frocks,L
9356,2018-03-28,4,11,49.62981980490524,Frocks,L
9357,2018-03-29,4,11,57.4709956261944,Frocks,L
9358,2018-03-30,4,11,62.7425937994566,Frocks,L
9359,2018-03-31,4,11,67.50644370894483,Frocks,L
9360,2018-01-01,5,11,38.62718299597047,Frocks,L
9361,2018-01-02,5,11,46.29464128820482,Frocks,L
9362,2018-01-03,5,11,45.30568060988175,Frocks,L
9363,2018-01-04,5,11,50.16807183446344,Frocks,L
9364,2018-01-05,5,11,54.801030662042784,Frocks,L
9365,2018-01-06,5,11,57.50718578248127,Frocks,L
9366,2018-01-07,5,11,60.74073585343577,Frocks,L
9367,2018-01-08,5,11,37.47135901733349,Frocks,L
9368,2018-01-09,5,11,45.81981091589083,Frocks,L
9369,2018-01-10,5,11,45.93070677818061,Frocks,L
9370,2018-01-11,5,11,51.152406744340496,Frocks,L
9371,2018-01-12,5,11,55.012363629426886,Frocks,L
9372,2018-01-13,5,11,57.91206892979428,Frocks,L
9373,2018-01-14,5,11,60.58521919137365,Frocks,L
9374,2018-01-15,5,11,38.19143862978105,Frocks,L
9375,2018-01-16,5,11,46.74760940733722,Frocks,L
9376,2018-01-17,5,11,44.371056561784535,Frocks,L
9377,2018-01-18,5,11,52.0789592791995,Frocks,L
9378,2018-01-19,5,11,56.111817081225375,Frocks,L
9379,2018-01-20,5,11,57.27211301583333,Frocks,L
9380,2018-01-21,5,11,60.54911216765933,Frocks,L
9381,2018-01-22,5,11,38.01775779647787,Frocks,L
9382,2018-01-23,5,11,45.23720913049522,Frocks,L
9383,2018-01-24,5,11,44.00029242976548,Frocks,L
9384,2018-01-25,5,11,49.33498024493058,Frocks,L
9385,2018-01-26,5,11,56.63413066994403,Frocks,L
9386,2018-01-27,5,11,56.12489559047273,Frocks,L
9387,2018-01-28,5,11,60.29681539243137,Frocks,L
9388,2018-01-29,5,11,38.25013165358829,Frocks,L
9389,2018-01-30,5,11,46.79306724606952,Frocks,L
9390,2018-01-31,5,11,45.42586190559509,Frocks,L
9391,2018-02-01,5,11,53.46993088124049,Frocks,L
9392,2018-02-02,5,11,58.1269433958461,Frocks,L
9393,2018-02-03,5,11,60.45713276013033,Frocks,L
9394,2018-02-04,5,11,63.17079724451479,Frocks,L
9395,2018-02-05,5,11,41.27190098805512,Frocks,L
9396,2018-02-06,5,11,49.06004854253551,Frocks,L
9397,2018-02-07,5,11,49.75697498203815,Frocks,L
9398,2018-02-08,5,11,53.74106487160928,Frocks,L
9399,2018-02-09,5,11,59.427267441382334,Frocks,L
9400,2018-02-10,5,11,60.3590382382376,Frocks,L
9401,2018-02-11,5,11,62.22789616940095,Frocks,L
9402,2018-02-12,5,11,42.76827488812723,Frocks,L
9403,2018-02-13,5,11,49.11983987011615,Frocks,L
9404,2018-02-14,5,11,49.14693487041083,Frocks,L
9405,2018-02-15,5,11,52.95145520757139,Frocks,L
9406,2018-02-16,5,11,58.81377834232654,Frocks,L
9407,2018-02-17,5,11,61.23918734554819,Frocks,L
9408,2018-02-18,5,11,64.6366125287112,Frocks,L
9409,2018-02-19,5,11,42.33523981296599,Frocks,L
9410,2018-02-20,5,11,49.35041498899141,Frocks,L
9411,2018-02-21,5,11,48.79454634694932,Frocks,L
9412,2018-02-22,5,11,53.37959669849505,Frocks,L
9413,2018-02-23,5,11,56.924142402197326,Frocks,L
9414,2018-02-24,5,11,59.6648643502954,Frocks,L
9415,2018-02-25,5,11,61.44984190382877,Frocks,L
9416,2018-02-26,5,11,42.11801138051011,Frocks,L
9417,2018-02-27,5,11,50.66968676157144,Frocks,L
9418,2018-02-28,5,11,51.81201230481588,Frocks,L
9419,2018-03-01,5,11,60.06138285252057,Frocks,L
9420,2018-03-02,5,11,65.69579415583729,Frocks,L
9421,2018-03-03,5,11,67.60632050663311,Frocks,L
9422,2018-03-04,5,11,71.09749229145524,Frocks,L
9423,2018-03-05,5,11,48.555055959533725,Frocks,L
9424,2018-03-06,5,11,56.46497847946864,Frocks,L
9425,2018-03-07,5,11,55.45360362493809,Frocks,L
9426,2018-03-08,5,11,60.84210606990396,Frocks,L
9427,2018-03-09,5,11,66.06051307439354,Frocks,L
9428,2018-03-10,5,11,69.7770195473428,Frocks,L
9429,2018-03-11,5,11,71.01149909292815,Frocks,L
9430,2018-03-12,5,11,48.095763534109686,Frocks,L
9431,2018-03-13,5,11,55.70851262755856,Frocks,L
9432,2018-03-14,5,11,55.66054024698602,Frocks,L
9433,2018-03-15,5,11,58.85366252102679,Frocks,L
9434,2018-03-16,5,11,66.63069086320557,Frocks,L
9435,2018-03-17,5,11,67.91302082738528,Frocks,L
9436,2018-03-18,5,11,73.07204126522036,Frocks,L
9437,2018-03-19,5,11,49.1390883596992,Frocks,L
9438,2018-03-20,5,11,57.68199571335208,Frocks,L
9439,2018-03-21,5,11,54.05813855551308,Frocks,L
9440,2018-03-22,5,11,58.89197493808719,Frocks,L
9441,2018-03-23,5,11,65.52030152396807,Frocks,L
9442,2018-03-24,5,11,67.26680239256923,Frocks,L
9443,2018-03-25,5,11,69.99936286288677,Frocks,L
9444,2018-03-26,5,11,47.18469122425966,Frocks,L
9445,2018-03-27,5,11,56.64289420839849,Frocks,L
9446,2018-03-28,5,11,56.45038141142656,Frocks,L
9447,2018-03-29,5,11,59.13565497333191,Frocks,L
9448,2018-03-30,5,11,67.47843616435522,Frocks,L
9449,2018-03-31,5,11,67.35090671136254,Frocks,L
9900,2018-01-01,1,12,46.10154222728413,Frocks,XL
9901,2018-01-02,1,12,54.247730998529406,Frocks,XL
9902,2018-01-03,1,12,56.98422612439877,Frocks,XL
9903,2018-01-04,1,12,59.25078046554999,Frocks,XL
9904,2018-01-05,1,12,64.28312793034898,Frocks,XL
9905,2018-01-06,1,12,64.99317542110143,Frocks,XL
9906,2018-01-07,1,12,71.64130461095742,Frocks,XL
9907,2018-01-08,1,12,46.64366520424949,Frocks,XL
9908,2018-01-09,1,12,54.189340278103046,Frocks,XL
9909,2018-01-10,1,12,56.5713392344487,Frocks,XL
9910,2018-01-11,1,12,59.901523841730295,Frocks,XL
9911,2018-01-12,1,12,64.10810611630578,Frocks,XL
9912,2018-01-13,1,12,65.8415168835322,Frocks,XL
9913,2018-01-14,1,12,71.4541715760281,Frocks,XL
9914,2018-01-15,1,12,46.629421712975095,Frocks,XL
9915,2018-01-16,1,12,54.387244276187815,Frocks,XL
9916,2018-01-17,1,12,56.6341731175721,Frocks,XL
9917,2018-01-18,1,12,59.19091006909753,Frocks,XL
9918,2018-01-19,1,12,63.78788085073896,Frocks,XL
9919,2018-01-20,1,12,65.36376609867557,Frocks,XL
9920,2018-01-21,1,12,71.90728889894669,Frocks,XL
9921,2018-01-22,1,12,46.0286035898513,Frocks,XL
9922,2018-01-23,1,12,54.63846157555254,Frocks,XL
9923,2018-01-24,1,12,56.66735729455736,Frocks,XL
9924,2018-01-25,1,12,59.32226512931258,Frocks,XL
9925,2018-01-26,1,12,63.46994414827911,Frocks,XL
9926,2018-01-27,1,12,65.22397076440498,Frocks,XL
9927,2018-01-28,1,12,72.17294113089426,Frocks,XL
9928,2018-01-29,1,12,46.81919846205392,Frocks,XL
9929,2018-01-30,1,12,54.59090450249181,Frocks,XL
9930,2018-01-31,1,12,55.58279049641136,Frocks,XL
9931,2018-02-01,1,12,62.737595780255,Frocks,XL
9932,2018-02-02,1,12,66.98926632986911,Frocks,XL
9933,2018-02-03,1,12,68.34556012368992,Frocks,XL
9934,2018-02-04,1,12,74.84514890449864,Frocks,XL
9935,2018-02-05,1,12,49.698622375759385,Frocks,XL
9936,2018-02-06,1,12,57.0826811617988,Frocks,XL
9937,2018-02-07,1,12,59.099027154175225,Frocks,XL
9938,2018-02-08,1,12,61.98732106123601,Frocks,XL
9939,2018-02-09,1,12,67.19481050223393,Frocks,XL
9940,2018-02-10,1,12,69.15443573335908,Frocks,XL
9941,2018-02-11,1,12,75.75193599480326,Frocks,XL
9942,2018-02-12,1,12,49.77600456240646,Frocks,XL
9943,2018-02-13,1,12,57.94532568656791,Frocks,XL
9944,2018-02-14,1,12,58.96535339935765,Frocks,XL
9945,2018-02-15,1,12,60.9960507619241,Frocks,XL
9946,2018-02-16,1,12,66.58873135490387,Frocks,XL
9947,2018-02-17,1,12,68.46391498561127,Frocks,XL
9948,2018-02-18,1,12,75.09417734018672,Frocks,XL
9949,2018-02-19,1,12,49.227696779232105,Frocks,XL
9950,2018-02-20,1,12,57.754268370486976,Frocks,XL
9951,2018-02-21,1,12,59.40323093331283,Frocks,XL
9952,2018-02-22,1,12,60.82098194583481,Frocks,XL
9953,2018-02-23,1,12,66.19866641288723,Frocks,XL
9954,2018-02-24,1,12,68.3881578155972,Frocks,XL
9955,2018-02-25,1,12,75.47346698405838,Frocks,XL
9956,2018-02-26,1,12,50.43360859758578,Frocks,XL
9957,2018-02-27,1,12,57.1949401264166,Frocks,XL
9958,2018-02-28,1,12,60.12765424732092,Frocks,XL
9959,2018-03-01,1,12,54.07696256789575,Frocks,XL
9960,2018-03-02,1,12,60.00068043997926,Frocks,XL
9961,2018-03-03,1,12,61.59743758342754,Frocks,XL
9962,2018-03-04,1,12,67.83719355442402,Frocks,XL
9963,2018-03-05,1,12,42.95085292436127,Frocks,XL
9964,2018-03-06,1,12,49.61354698420051,Frocks,XL
9965,2018-03-07,1,12,51.3722381254925,Frocks,XL
9966,2018-03-08,1,12,54.801697739610574,Frocks,XL
9967,2018-03-09,1,12,59.890678798207965,Frocks,XL
9968,2018-03-10,1,12,61.6401915083381,Frocks,XL
9969,2018-03-11,1,12,67.93969077771516,Frocks,XL
9970,2018-03-12,1,12,43.44175781298299,Frocks,XL
9971,2018-03-13,1,12,50.33094774002254,Frocks,XL
9972,2018-03-14,1,12,51.78127286029215,Frocks,XL
9973,2018-03-15,1,12,53.70853286238973,Frocks,XL
9974,2018-03-16,1,12,58.96191446453575,Frocks,XL
9975,2018-03-17,1,12,61.4601076406575,Frocks,XL
9976,2018-03-18,1,12,69.28850182642941,Frocks,XL
9977,2018-03-19,1,12,44.22682661904681,Frocks,XL
9978,2018-03-20,1,12,51.00196166216246,Frocks,XL
9979,2018-03-21,1,12,51.865967482503095,Frocks,XL
9980,2018-03-22,1,12,53.47975381292654,Frocks,XL
9981,2018-03-23,1,12,59.635938226722935,Frocks,XL
9982,2018-03-24,1,12,62.05479199651401,Frocks,XL
9983,2018-03-25,1,12,68.90223982960961,Frocks,XL
9984,2018-03-26,1,12,42.63653416040633,Frocks,XL
9985,2018-03-27,1,12,50.33204315428655,Frocks,XL
9986,2018-03-28,1,12,51.24609996956747,Frocks,XL
9987,2018-03-29,1,12,53.54872598230099,Frocks,XL
9988,2018-03-30,1,12,59.845282723951,Frocks,XL
